Date,T2M
2019/08/31 11:59:56,36
2019/08/31 12:59:56,36.03
2019/08/31 13:59:56,35.94
2019/08/31 14:59:56,35.79
2019/08/31 15:59:56,35.26
2019/08/31 16:59:56,34.44
2019/08/31 17:59:56,32.9
2019/08/31 18:59:56,31.77
2019/08/31 19:59:56,30.9
2019/08/31 20:59:56,30
2019/08/31 21:59:56,29.25
2019/08/31 22:59:56,28.63
2019/08/31 23:59:56,28.15
2019/09/01 00:59:56,27.8
2019/09/01 01:59:56,27.49
2019/09/01 02:59:56,27.26
2019/09/01 03:59:56,27.08
2019/09/01 04:59:56,27.05
2019/09/01 05:59:56,28.14
2019/09/01 06:59:56,29.43
2019/09/01 07:59:56,31.97
2019/09/01 08:59:56,33.3
2019/09/01 09:59:56,34.17
2019/09/01 10:59:56,34.67
2019/09/01 11:59:56,34.69
2019/09/01 12:59:56,34.68
2019/09/01 13:59:56,34.43
2019/09/01 14:59:56,33.58
2019/09/01 15:59:56,32.69
2019/09/01 16:59:56,31.49
2019/09/01 17:59:56,30.05
2019/09/01 18:59:56,29.41
2019/09/01 19:59:56,28.95
2019/09/01 20:59:56,28.55
2019/09/01 21:59:56,28.19
2019/09/01 22:59:56,27.84
2019/09/01 23:59:56,27.53
2019/09/02 00:59:56,27.24
2019/09/02 01:59:56,27.05
2019/09/02 02:59:56,26.92
2019/09/02 03:59:56,26.9
2019/09/02 04:59:56,26.95
2019/09/02 05:59:56,27.64
2019/09/02 06:59:56,29.01
2019/09/02 07:59:56,30.46
2019/09/02 08:59:56,31.6
2019/09/02 09:59:56,32.42
2019/09/02 10:59:56,33.33
2019/09/02 11:59:56,33.75
2019/09/02 12:59:56,33.91
2019/09/02 13:59:56,33.9
2019/09/02 14:59:56,33.88
2019/09/02 15:59:56,33.33
2019/09/02 16:59:56,32.65
2019/09/02 17:59:56,31.43
2019/09/02 18:59:56,31.21
2019/09/02 19:59:56,31.02
2019/09/02 20:59:56,30.69
2019/09/02 21:59:56,30.2
2019/09/02 22:59:56,29.72
2019/09/02 23:59:56,29.12
2019/09/03 00:59:56,28.47
2019/09/03 01:59:56,28.01
2019/09/03 02:59:56,27.74
2019/09/03 03:59:56,27.59
2019/09/03 04:59:56,27.49
2019/09/03 05:59:56,28.59
2019/09/03 06:59:56,31.46
2019/09/03 07:59:56,33.42
2019/09/03 08:59:56,34.5
2019/09/03 09:59:56,35.36
2019/09/03 10:59:56,36.05
2019/09/03 11:59:56,36.4
2019/09/03 12:59:56,36.48
2019/09/03 13:59:56,36.21
2019/09/03 14:59:56,35.87
2019/09/03 15:59:56,35.4
2019/09/03 16:59:56,34.42
2019/09/03 17:59:56,32.96
2019/09/03 18:59:56,32.09
2019/09/03 19:59:56,31.4
2019/09/03 20:59:56,30.85
2019/09/03 21:59:56,30.51
2019/09/03 22:59:56,30.4
2019/09/03 23:59:56,29.94
2019/09/04 00:59:56,29
2019/09/04 01:59:56,28.5
2019/09/04 02:59:56,28.18
2019/09/04 03:59:56,27.9
2019/09/04 04:59:56,27.71
2019/09/04 05:59:56,28.37
2019/09/04 06:59:56,29.78
2019/09/04 07:59:56,32.18
2019/09/04 08:59:56,33.74
2019/09/04 09:59:56,34.68
2019/09/04 10:59:56,35.27
2019/09/04 11:59:56,35.48
2019/09/04 12:59:56,35.4
2019/09/04 13:59:56,34.98
2019/09/04 14:59:56,34.46
2019/09/04 15:59:56,33.93
2019/09/04 16:59:56,33
2019/09/04 17:59:56,31.23
2019/09/04 18:59:56,30.37
2019/09/04 19:59:56,29.63
2019/09/04 20:59:56,28.87
2019/09/04 21:59:56,28.32
2019/09/04 22:59:56,27.96
2019/09/04 23:59:56,27.71
2019/09/05 00:59:56,27.56
2019/09/05 01:59:56,27.44
2019/09/05 02:59:56,27.3
2019/09/05 03:59:56,27.18
2019/09/05 04:59:56,27.05
2019/09/05 05:59:56,27.72
2019/09/05 06:59:56,29.01
2019/09/05 07:59:56,30.91
2019/09/05 08:59:56,32.49
2019/09/05 09:59:56,33.8
2019/09/05 10:59:56,34.89
2019/09/05 11:59:56,35.73
2019/09/05 12:59:56,36.11
2019/09/05 13:59:56,36.05
2019/09/05 14:59:56,35.9
2019/09/05 15:59:56,35.2
2019/09/05 16:59:56,33.77
2019/09/05 17:59:56,31.74
2019/09/05 18:59:56,30.83
2019/09/05 19:59:56,30.12
2019/09/05 20:59:56,29.52
2019/09/05 21:59:56,29.06
2019/09/05 22:59:56,28.69
2019/09/05 23:59:56,28.3
2019/09/06 00:59:56,28.01
2019/09/06 01:59:56,27.82
2019/09/06 02:59:56,27.65
2019/09/06 03:59:56,27.45
2019/09/06 04:59:56,27.26
2019/09/06 05:59:56,28.14
2019/09/06 06:59:56,29.87
2019/09/06 07:59:56,31.32
2019/09/06 08:59:56,32.13
2019/09/06 09:59:56,32.73
2019/09/06 10:59:56,33.12
2019/09/06 11:59:56,33.34
2019/09/06 12:59:56,33.51
2019/09/06 13:59:56,33.56
2019/09/06 14:59:56,33.52
2019/09/06 15:59:56,33.31
2019/09/06 16:59:56,32.8
2019/09/06 17:59:56,31.83
2019/09/06 18:59:56,31.29
2019/09/06 19:59:56,30.62
2019/09/06 20:59:56,29.78
2019/09/06 21:59:56,29.23
2019/09/06 22:59:56,28.85
2019/09/06 23:59:56,28.49
2019/09/07 00:59:56,28.17
2019/09/07 01:59:56,27.9
2019/09/07 02:59:56,27.74
2019/09/07 03:59:56,27.59
2019/09/07 04:59:56,27.38
2019/09/07 05:59:56,28.24
2019/09/07 06:59:56,29.66
2019/09/07 07:59:56,31.19
2019/09/07 08:59:56,31.94
2019/09/07 09:59:56,32.26
2019/09/07 10:59:56,32.25
2019/09/07 11:59:55,32.18
2019/09/07 12:59:55,32.14
2019/09/07 13:59:55,32.12
2019/09/07 14:59:55,32.03
2019/09/07 15:59:55,31.91
2019/09/07 16:59:55,31.14
2019/09/07 17:59:55,29.8
2019/09/07 18:59:55,29.26
2019/09/07 19:59:55,28.86
2019/09/07 20:59:55,28.54
2019/09/07 21:59:55,28.26
2019/09/07 22:59:55,28.02
2019/09/07 23:59:55,27.87
2019/09/08 00:59:55,27.62
2019/09/08 01:59:55,27.25
2019/09/08 02:59:55,26.96
2019/09/08 03:59:55,26.74
2019/09/08 04:59:55,26.61
2019/09/08 05:59:55,27.24
2019/09/08 06:59:55,28.17
2019/09/08 07:59:55,29.49
2019/09/08 08:59:55,30.75
2019/09/08 09:59:55,31.59
2019/09/08 10:59:55,32.08
2019/09/08 11:59:55,32.57
2019/09/08 12:59:55,33.21
2019/09/08 13:59:55,33.33
2019/09/08 14:59:55,33.27
2019/09/08 15:59:55,32.98
2019/09/08 16:59:55,32.07
2019/09/08 17:59:55,30.9
2019/09/08 18:59:55,30.73
2019/09/08 19:59:55,30.57
2019/09/08 20:59:55,30.23
2019/09/08 21:59:55,29.76
2019/09/08 22:59:55,29.1
2019/09/08 23:59:55,28.18
2019/09/09 00:59:55,27.33
2019/09/09 01:59:55,26.7
2019/09/09 02:59:55,26.2
2019/09/09 03:59:55,25.76
2019/09/09 04:59:55,25.46
2019/09/09 05:59:55,27.01
2019/09/09 06:59:55,29.16
2019/09/09 07:59:55,32.11
2019/09/09 08:59:55,33.64
2019/09/09 09:59:55,34.81
2019/09/09 10:59:55,35.46
2019/09/09 11:59:55,35.92
2019/09/09 12:59:55,36.12
2019/09/09 13:59:55,36.08
2019/09/09 14:59:55,35.49
2019/09/09 15:59:55,34.62
2019/09/09 16:59:55,32.24
2019/09/09 17:59:55,29.97
2019/09/09 18:59:55,29.15
2019/09/09 19:59:55,28.46
2019/09/09 20:59:55,27.88
2019/09/09 21:59:55,27.4
2019/09/09 22:59:55,26.92
2019/09/09 23:59:55,26.51
2019/09/10 00:59:55,26.18
2019/09/10 01:59:55,25.93
2019/09/10 02:59:55,25.83
2019/09/10 03:59:55,25.93
2019/09/10 04:59:55,26.13
2019/09/10 05:59:55,27.18
2019/09/10 06:59:55,28.83
2019/09/10 07:59:55,32.48
2019/09/10 08:59:55,34.51
2019/09/10 09:59:55,35.51
2019/09/10 10:59:55,36.35
2019/09/10 11:59:55,36.8
2019/09/10 12:59:55,37.04
2019/09/10 13:59:55,36.77
2019/09/10 14:59:55,36.24
2019/09/10 15:59:55,35.37
2019/09/10 16:59:55,33.01
2019/09/10 17:59:55,30.49
2019/09/10 18:59:55,29.48
2019/09/10 19:59:55,28.71
2019/09/10 20:59:55,28.12
2019/09/10 21:59:55,27.61
2019/09/10 22:59:55,27.18
2019/09/10 23:59:55,26.73
2019/09/11 00:59:55,26.25
2019/09/11 01:59:55,25.83
2019/09/11 02:59:55,25.47
2019/09/11 03:59:55,25.11
2019/09/11 04:59:55,24.81
2019/09/11 05:59:55,26.27
2019/09/11 06:59:55,27.98
2019/09/11 07:59:55,30.94
2019/09/11 08:59:55,34.4
2019/09/11 09:59:55,36.02
2019/09/11 10:59:55,36.94
2019/09/11 11:59:55,37.58
2019/09/11 12:59:55,37.84
2019/09/11 13:59:55,37.89
2019/09/11 14:59:55,37.46
2019/09/11 15:59:55,36.8
2019/09/11 16:59:55,34.12
2019/09/11 17:59:55,32.06
2019/09/11 18:59:55,31.11
2019/09/11 19:59:55,30.36
2019/09/11 20:59:55,29.74
2019/09/11 21:59:55,29.2
2019/09/11 22:59:55,28.65
2019/09/11 23:59:55,28.02
2019/09/12 00:59:55,27.34
2019/09/12 01:59:55,26.71
2019/09/12 02:59:55,26.29
2019/09/12 03:59:55,26.13
2019/09/12 04:59:55,26.04
2019/09/12 05:59:55,27.06
2019/09/12 06:59:55,28.81
2019/09/12 07:59:55,32.23
2019/09/12 08:59:55,35.38
2019/09/12 09:59:55,37.01
2019/09/12 10:59:55,38.12
2019/09/12 11:59:55,38.66
2019/09/12 12:59:55,38.69
2019/09/12 13:59:55,38.13
2019/09/12 14:59:55,37.29
2019/09/12 15:59:55,35.92
2019/09/12 16:59:55,33.47
2019/09/12 17:59:55,31.69
2019/09/12 18:59:55,30.9
2019/09/12 19:59:55,30.23
2019/09/12 20:59:55,29.57
2019/09/12 21:59:55,28.83
2019/09/12 22:59:55,28.12
2019/09/12 23:59:55,27.67
2019/09/13 00:59:55,27.31
2019/09/13 01:59:55,26.97
2019/09/13 02:59:55,26.61
2019/09/13 03:59:55,26.25
2019/09/13 04:59:55,25.96
2019/09/13 05:59:55,26.91
2019/09/13 06:59:55,29.02
2019/09/13 07:59:55,31.45
2019/09/13 08:59:55,33.1
2019/09/13 09:59:55,34.46
2019/09/13 10:59:55,35.51
2019/09/13 11:59:55,36.25
2019/09/13 12:59:55,36.69
2019/09/13 13:59:55,36.8
2019/09/13 14:59:55,36.47
2019/09/13 15:59:55,35.6
2019/09/13 16:59:55,33.65
2019/09/13 17:59:55,31.26
2019/09/13 18:59:55,30.49
2019/09/13 19:59:55,29.84
2019/09/13 20:59:55,29.2
2019/09/13 21:59:55,28.62
2019/09/13 22:59:55,28.12
2019/09/13 23:59:55,27.73
2019/09/14 00:59:55,27.41
2019/09/14 01:59:55,27.13
2019/09/14 02:59:55,26.86
2019/09/14 03:59:55,26.58
2019/09/14 04:59:55,26.37
2019/09/14 05:59:55,27.73
2019/09/14 06:59:55,30
2019/09/14 07:59:55,32.13
2019/09/14 08:59:55,33.82
2019/09/14 09:59:55,35.12
2019/09/14 10:59:55,35.95
2019/09/14 11:59:55,36.48
2019/09/14 12:59:55,36.73
2019/09/14 13:59:55,36.55
2019/09/14 14:59:55,36
2019/09/14 15:59:55,34.8
2019/09/14 16:59:55,32.78
2019/09/14 17:59:55,30.63
2019/09/14 18:59:55,29.8
2019/09/14 19:59:55,29.01
2019/09/14 20:59:55,28.36
2019/09/14 21:59:55,27.8
2019/09/14 22:59:55,27.33
2019/09/14 23:59:55,26.89
2019/09/15 00:59:55,26.48
2019/09/15 01:59:55,26.09
2019/09/15 02:59:55,25.78
2019/09/15 03:59:55,25.67
2019/09/15 04:59:55,25.72
2019/09/15 05:59:55,26.92
2019/09/15 06:59:55,29.4
2019/09/15 07:59:55,31.46
2019/09/15 08:59:55,32.92
2019/09/15 09:59:55,34.15
2019/09/15 10:59:55,35.18
2019/09/15 11:59:55,35.86
2019/09/15 12:59:55,36.28
2019/09/15 13:59:55,36.24
2019/09/15 14:59:55,35.9
2019/09/15 15:59:55,35.17
2019/09/15 16:59:55,33.8
2019/09/15 17:59:55,32.2
2019/09/15 18:59:55,31.4
2019/09/15 19:59:54,30.55
2019/09/15 20:59:54,29.87
2019/09/15 21:59:54,29.16
2019/09/15 22:59:54,28.43
2019/09/15 23:59:54,27.78
2019/09/16 00:59:54,27.23
2019/09/16 01:59:54,26.83
2019/09/16 02:59:54,26.52
2019/09/16 03:59:54,26.26
2019/09/16 04:59:54,26.02
2019/09/16 05:59:54,27.15
2019/09/16 06:59:54,29.58
2019/09/16 07:59:54,32.19
2019/09/16 08:59:54,33.8
2019/09/16 09:59:54,35.15
2019/09/16 10:59:54,36.23
2019/09/16 11:59:54,36.98
2019/09/16 12:59:54,37.24
2019/09/16 13:59:54,37.23
2019/09/16 14:59:54,36.78
2019/09/16 15:59:54,35.86
2019/09/16 16:59:54,33.23
2019/09/16 17:59:54,31.15
2019/09/16 18:59:54,30.37
2019/09/16 19:59:54,29.55
2019/09/16 20:59:54,28.73
2019/09/16 21:59:54,28.04
2019/09/16 22:59:54,27.53
2019/09/16 23:59:54,27.1
2019/09/17 00:59:54,26.6
2019/09/17 01:59:54,26.11
2019/09/17 02:59:54,25.76
2019/09/17 03:59:54,25.6
2019/09/17 04:59:54,25.51
2019/09/17 05:59:54,26.85
2019/09/17 06:59:54,28.69
2019/09/17 07:59:54,32.23
2019/09/17 08:59:54,34.63
2019/09/17 09:59:54,35.75
2019/09/17 10:59:54,36.38
2019/09/17 11:59:54,36.8
2019/09/17 12:59:54,36.94
2019/09/17 13:59:54,36.88
2019/09/17 14:59:54,36.51
2019/09/17 15:59:54,35.73
2019/09/17 16:59:54,33.69
2019/09/17 17:59:54,31.15
2019/09/17 18:59:54,30.2
2019/09/17 19:59:54,29.51
2019/09/17 20:59:54,28.96
2019/09/17 21:59:54,28.44
2019/09/17 22:59:54,27.96
2019/09/17 23:59:54,27.48
2019/09/18 00:59:54,27.01
2019/09/18 01:59:54,26.62
2019/09/18 02:59:54,26.32
2019/09/18 03:59:54,26.11
2019/09/18 04:59:54,25.95
2019/09/18 05:59:54,27.08
2019/09/18 06:59:54,29.26
2019/09/18 07:59:54,32.33
2019/09/18 08:59:54,34.29
2019/09/18 09:59:54,35.51
2019/09/18 10:59:54,36.42
2019/09/18 11:59:54,37.06
2019/09/18 12:59:54,37.33
2019/09/18 13:59:54,37.19
2019/09/18 14:59:54,36.66
2019/09/18 15:59:54,35.65
2019/09/18 16:59:54,33.17
2019/09/18 17:59:54,30.54
2019/09/18 18:59:54,29.4
2019/09/18 19:59:54,28.51
2019/09/18 20:59:54,27.76
2019/09/18 21:59:54,27.11
2019/09/18 22:59:54,26.49
2019/09/18 23:59:54,25.96
2019/09/19 00:59:54,25.52
2019/09/19 01:59:54,25.15
2019/09/19 02:59:54,24.8
2019/09/19 03:59:54,24.63
2019/09/19 04:59:54,24.51
2019/09/19 05:59:54,25.39
2019/09/19 06:59:54,27.18
2019/09/19 07:59:54,28.86
2019/09/19 08:59:54,30.41
2019/09/19 09:59:54,31.7
2019/09/19 10:59:54,32.74
2019/09/19 11:59:54,33.4
2019/09/19 12:59:54,33.71
2019/09/19 13:59:54,33.75
2019/09/19 14:59:54,33.43
2019/09/19 15:59:54,32.59
2019/09/19 16:59:54,30.91
2019/09/19 17:59:54,29.04
2019/09/19 18:59:54,28.3
2019/09/19 19:59:54,27.67
2019/09/19 20:59:54,27.05
2019/09/19 21:59:54,26.48
2019/09/19 22:59:54,25.96
2019/09/19 23:59:54,25.52
2019/09/20 00:59:54,25.15
2019/09/20 01:59:54,24.81
2019/09/20 02:59:54,24.5
2019/09/20 03:59:54,24.19
2019/09/20 04:59:54,23.94
2019/09/20 05:59:54,24.94
2019/09/20 06:59:54,27.48
2019/09/20 07:59:54,29.51
2019/09/20 08:59:54,31.12
2019/09/20 09:59:54,32.54
2019/09/20 10:59:54,33.55
2019/09/20 11:59:54,34.25
2019/09/20 12:59:54,34.41
2019/09/20 13:59:54,34.38
2019/09/20 14:59:54,33.83
2019/09/20 15:59:54,32.85
2019/09/20 16:59:54,31.49
2019/09/20 17:59:54,30.14
2019/09/20 18:59:54,29.74
2019/09/20 19:59:54,29.15
2019/09/20 20:59:54,28.3
2019/09/20 21:59:54,27.52
2019/09/20 22:59:54,26.89
2019/09/20 23:59:54,26.36
2019/09/21 00:59:54,25.87
2019/09/21 01:59:54,25.47
2019/09/21 02:59:54,25.23
2019/09/21 03:59:54,25.11
2019/09/21 04:59:54,24.98
2019/09/21 05:59:54,26.11
2019/09/21 06:59:54,28.83
2019/09/21 07:59:54,31.18
2019/09/21 08:59:54,32.24
2019/09/21 09:59:54,33.08
2019/09/21 10:59:54,33.66
2019/09/21 11:59:54,34.21
2019/09/21 12:59:54,34.39
2019/09/21 13:59:54,34.24
2019/09/21 14:59:54,33.87
2019/09/21 15:59:54,33.26
2019/09/21 16:59:54,31.87
2019/09/21 17:59:54,30.15
2019/09/21 18:59:54,29.34
2019/09/21 19:59:54,28.58
2019/09/21 20:59:54,27.83
2019/09/21 21:59:54,27.11
2019/09/21 22:59:54,26.46
2019/09/21 23:59:54,25.87
2019/09/22 00:59:54,25.43
2019/09/22 01:59:54,25.19
2019/09/22 02:59:54,24.99
2019/09/22 03:59:54,24.77
2019/09/22 04:59:54,24.53
2019/09/22 05:59:54,25.17
2019/09/22 06:59:54,26.91
2019/09/22 07:59:54,28.98
2019/09/22 08:59:54,30.69
2019/09/22 09:59:54,31.97
2019/09/22 10:59:54,32.74
2019/09/22 11:59:54,33.04
2019/09/22 12:59:54,32.94
2019/09/22 13:59:54,32.72
2019/09/22 14:59:54,31.98
2019/09/22 15:59:54,30.98
2019/09/22 16:59:54,29.47
2019/09/22 17:59:54,28.05
2019/09/22 18:59:54,27.4
2019/09/22 19:59:54,26.76
2019/09/22 20:59:54,25.99
2019/09/22 21:59:54,25.26
2019/09/22 22:59:54,24.62
2019/09/22 23:59:54,24.1
2019/09/23 00:59:54,23.65
2019/09/23 01:59:54,23.3
2019/09/23 02:59:54,23.02
2019/09/23 03:59:54,22.76
2019/09/23 04:59:54,22.51
2019/09/23 05:59:54,23.35
2019/09/23 06:59:54,25.26
2019/09/23 07:59:54,27.64
2019/09/23 08:59:54,29.56
2019/09/23 09:59:54,31.08
2019/09/23 10:59:54,32.23
2019/09/23 11:59:54,32.97
2019/09/23 12:59:54,33.29
2019/09/23 13:59:54,33.4
2019/09/23 14:59:54,33.08
2019/09/23 15:59:54,32.29
2019/09/23 16:59:54,30.55
2019/09/23 17:59:54,28.61
2019/09/23 18:59:54,27.81
2019/09/23 19:59:54,27.12
2019/09/23 20:59:54,26.5
2019/09/23 21:59:54,25.86
2019/09/23 22:59:54,25.26
2019/09/23 23:59:54,24.74
2019/09/24 00:59:54,24.28
2019/09/24 01:59:54,23.87
2019/09/24 02:59:54,23.51
2019/09/24 03:59:53,23.22
2019/09/24 04:59:53,23
2019/09/24 05:59:53,23.89
2019/09/24 06:59:53,26.47
2019/09/24 07:59:53,28.64
2019/09/24 08:59:53,30.24
2019/09/24 09:59:53,31.54
2019/09/24 10:59:53,32.25
2019/09/24 11:59:53,32.65
2019/09/24 12:59:53,32.94
2019/09/24 13:59:53,32.67
2019/09/24 14:59:53,32.28
2019/09/24 15:59:53,31.43
2019/09/24 16:59:53,29.96
2019/09/24 17:59:53,28.48
2019/09/24 18:59:53,27.85
2019/09/24 19:59:53,27.25
2019/09/24 20:59:53,26.63
2019/09/24 21:59:53,25.98
2019/09/24 22:59:53,25.4
2019/09/24 23:59:53,24.89
2019/09/25 00:59:53,24.47
2019/09/25 01:59:53,24.14
2019/09/25 02:59:53,23.98
2019/09/25 03:59:53,24.01
2019/09/25 04:59:53,23.95
2019/09/25 05:59:53,24.82
2019/09/25 06:59:53,27.01
2019/09/25 07:59:53,29.23
2019/09/25 08:59:53,30.73
2019/09/25 09:59:53,31.83
2019/09/25 10:59:53,32.39
2019/09/25 11:59:53,32.56
2019/09/25 12:59:53,32.42
2019/09/25 13:59:53,32.09
2019/09/25 14:59:53,31.6
2019/09/25 15:59:53,30.67
2019/09/25 16:59:53,29.06
2019/09/25 17:59:53,27.51
2019/09/25 18:59:53,26.94
2019/09/25 19:59:53,26.46
2019/09/25 20:59:53,26.08
2019/09/25 21:59:53,25.71
2019/09/25 22:59:53,25.38
2019/09/25 23:59:53,25.13
2019/09/26 00:59:53,24.85
2019/09/26 01:59:53,24.59
2019/09/26 02:59:53,24.44
2019/09/26 03:59:53,24.36
2019/09/26 04:59:53,24.22
2019/09/26 05:59:53,24.58
2019/09/26 06:59:53,25.51
2019/09/26 07:59:53,26.72
2019/09/26 08:59:53,28.12
2019/09/26 09:59:53,29.26
2019/09/26 10:59:53,30
2019/09/26 11:59:53,30.49
2019/09/26 12:59:53,30.73
2019/09/26 13:59:53,30.69
2019/09/26 14:59:53,30.55
2019/09/26 15:59:53,29.92
2019/09/26 16:59:53,28.37
2019/09/26 17:59:53,27.23
2019/09/26 18:59:53,26.87
2019/09/26 19:59:53,26.52
2019/09/26 20:59:53,26.14
2019/09/26 21:59:53,25.76
2019/09/26 22:59:53,25.38
2019/09/26 23:59:53,25
2019/09/27 00:59:53,24.58
2019/09/27 01:59:53,24.18
2019/09/27 02:59:53,23.82
2019/09/27 03:59:53,23.53
2019/09/27 04:59:53,23.33
2019/09/27 05:59:53,24.02
2019/09/27 06:59:53,26.06
2019/09/27 07:59:53,27.96
2019/09/27 08:59:53,29.23
2019/09/27 09:59:53,30.14
2019/09/27 10:59:53,30.77
2019/09/27 11:59:53,31.35
2019/09/27 12:59:53,31.81
2019/09/27 13:59:53,32.23
2019/09/27 14:59:53,32.04
2019/09/27 15:59:53,30.99
2019/09/27 16:59:53,29.26
2019/09/27 17:59:53,27.86
2019/09/27 18:59:53,27.23
2019/09/27 19:59:53,26.64
2019/09/27 20:59:53,26.01
2019/09/27 21:59:53,25.43
2019/09/27 22:59:53,24.98
2019/09/27 23:59:53,24.67
2019/09/28 00:59:53,24.44
2019/09/28 01:59:53,24.26
2019/09/28 02:59:53,24.14
2019/09/28 03:59:53,24.05
2019/09/28 04:59:53,23.96
2019/09/28 05:59:53,24.33
2019/09/28 06:59:53,25.62
2019/09/28 07:59:53,27.05
2019/09/28 08:59:53,28.42
2019/09/28 09:59:53,29.73
2019/09/28 10:59:53,30.7
2019/09/28 11:59:53,31.5
2019/09/28 12:59:53,31.96
2019/09/28 13:59:53,31.93
2019/09/28 14:59:53,31.31
2019/09/28 15:59:53,30.09
2019/09/28 16:59:53,28.33
2019/09/28 17:59:53,26.93
2019/09/28 18:59:53,26.21
2019/09/28 19:59:53,25.59
2019/09/28 20:59:53,25.07
2019/09/28 21:59:53,24.62
2019/09/28 22:59:53,24.31
2019/09/28 23:59:53,24.12
2019/09/29 00:59:53,23.98
2019/09/29 01:59:53,23.9
2019/09/29 02:59:53,23.81
2019/09/29 03:59:53,23.73
2019/09/29 04:59:53,23.62
2019/09/29 05:59:53,23.92
2019/09/29 06:59:53,24.95
2019/09/29 07:59:53,26.58
2019/09/29 08:59:53,28.15
2019/09/29 09:59:53,29.72
2019/09/29 10:59:53,30.96
2019/09/29 11:59:53,31.63
2019/09/29 12:59:53,31.62
2019/09/29 13:59:53,31.26
2019/09/29 14:59:53,30.69
2019/09/29 15:59:53,29.72
2019/09/29 16:59:53,28.21
2019/09/29 17:59:53,26.85
2019/09/29 18:59:53,26.18
2019/09/29 19:59:53,25.55
2019/09/29 20:59:53,24.9
2019/09/29 21:59:53,24.37
2019/09/29 22:59:53,23.95
2019/09/29 23:59:53,23.67
2019/09/30 00:59:53,23.4
2019/09/30 01:59:53,23.19
2019/09/30 02:59:53,23.04
2019/09/30 03:59:53,22.93
2019/09/30 04:59:53,22.83
2019/09/30 05:59:53,23.28
2019/09/30 06:59:53,24.71
2019/09/30 07:59:53,26.99
2019/09/30 08:59:53,28.94
2019/09/30 09:59:53,30.33
2019/09/30 10:59:53,31.52
2019/09/30 11:59:53,32.26
2019/09/30 12:59:53,32.29
2019/09/30 13:59:53,32.36
2019/09/30 14:59:53,31.8
2019/09/30 15:59:53,30.76
2019/09/30 16:59:53,29.02
2019/09/30 17:59:53,27.45
2019/09/30 18:59:53,26.66
2019/09/30 19:59:53,26.06
2019/09/30 20:59:53,25.44
2019/09/30 21:59:53,24.87
2019/09/30 22:59:53,24.33
2019/10/01 22:59:53,26.00
